Title,Date-Scraped,URL,Company,Min-Qualifications,Pref-Qualifications,Description
"
      Student Researcher, MS, 2023
    ",2023-01-08 12:59:19.547358 MDT,https://careers.google.com/jobs/results/100573029022474950-student-researcher-ms-2023/?distance=50&page=3&q=Machine%20Learning,Google,"
Currently enrolled in a Master's degree in Computer Science, Linguistics, Statistics, Biostatistics, Applied Mathematics, Operations Research, Economics, or Natural Sciences.
Experience in one area of computer science (e.g., Natural Language Understanding, Computer Vision, Machine Learning, Deep Learning, Algorithmic Foundations of Optimization, Quantum Information Science, Data Science, Software Engineering, etc.).
","
Currently attending a degree program in the US.
Currently enrolled in a full-time degree program and returning to the program after completion of the internship.
Experience as a researcher, including internships, full-time, or at a lab.
Experience contributing research to communities or efforts, including publishing papers in conferences or journals.
Experience with one or more general purpose programming languages (e.g., C/C++, Java, MATLAB, Go, Python, etc.).
Ability to speak and write in English fluently.
","The Student Researcher Program’s primary objective is to foster academic collaborations with students through research at Google. Join us for a paid Student Researcher position that offers the opportunity to work directly with Google research scientists and engineers on research projects.The Student Researcher Program offers more opportunities for research students to work on critical research projects at Google in a less structured way. The program allows opportunities beyond the limitations of our traditional internship program on aspects such as duration, time commitment, and working location (with options for on-site or remote). The topics student researchers work on tend to be open-ended and exploratory, and don't always have a clear deliverable like a traditional internship would.Google Research is building the next generation of intelligent systems for all Google products. To achieve this, we’re working on projects that utilize the latest computer science techniques developed by skilled software engineers and research scientists. Google Research teams collaborate closely with other teams across Google, maintaining the flexibility and versatility required to adapt new projects and foci that meet the demands of the world's fast-paced business needs.
The US base salary range for this full-time position is $95,000-$113,000. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.
Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits."
"
      Hardware Architecture Modeling Engineer, Accelerators
    ",2023-01-08 12:59:23.659558 MDT,https://careers.google.com/jobs/results/93526200615346886-hardware-architecture-modeling-engineer-accelerators/?distance=50&page=3&q=Machine%20Learning,Google,"
Master's degree in Computer Science, Electrical Engineering, a related field, or equivalent practical experience.
4 years of experience in applying computer architecture principles to solve open-ended problems.
Experience in Computer Architecture performance analysis and optimization.
Experience in developing software systems in modern C++.
","
Experience in analyzing workload performance and creating benchmarks.
Experience in Hardware and Software co-design.
Experience with Python.
Knowledge of processor design, accelerator designs, and mapping Machine Learning models to hardware architectures.
Knowledge of design of digital logic at the Register-Transfer Level (RTL) using Verilog.
","Our computational challenges are so big, complex and unique we can't just purchase off-the-shelf hardware, we've got to make it ourselves. Your team designs and builds the hardware, software and networking technologies that power all of Google's services. As a Hardware Engineer, you design and build the systems that are the heart of the world's largest and most powerful computing infrastructure. You develop from the lowest levels of circuit design to large system design and see those systems all the way through to high volume manufacturing. Your work has the potential to shape the machinery that goes into our cutting-edge data centers affecting millions of Google users.
Developing an Accelerator ASIC is a complex task that requires an understanding of Software workloads, pain points in execution, and effective partitioning of the workload between a general purpose machine and a hardware accelerator. To estimate the benefits of hardware acceleration, flexible architectural models of the accelerator, expressed in a higher level programming language are essential. As the Hardware Architecture Modeling Engineer, you will work with Chip and Software architects to define the important blocks and flows that need to be modeled to provide insights into the behavior of the Accelerator. In this role, you will work with the team to build this model, and use the model for architectural and micro-architectural exploration to help define the Accelerator.Behind everything our users see online is the architecture built by the Technical Infrastructure team to keep it running. From developing and maintaining our data centers to building the next generation of Google platforms, we make Google's product portfolio possible. We're proud to be our engineers' engineers and love voiding warranties by taking things apart so we can rebuild them. We keep our networks up and running, ensuring our users have the best and fastest experience possible.Additional Information:The US base salary range for this full-time position is $119,000-$181,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits."
"
      Group Product Manager, Google Cloud
    ",2023-01-08 12:59:27.682164 MDT,https://careers.google.com/jobs/results/89487900564955846-group-product-manager-google-cloud/?distance=50&page=3&q=Machine%20Learning,Google,"
Bachelor's degree or equivalent practical experience.
12 years of product management experience within cloud, SaaS, enterprise, internal tools, or supply chain networks.
5 years of experience building and shipping technical products.
Experience creating product roadmap(s) from conception to launch, driving the product vision, defining the GTM strategy, and leading design discussions.
","
Master’s degree or PhD in a technology or business related field.
Experience managing day-to-day technical and design direction for large scale systems.
Experience in one or more of the following: cloud infrastructure, SaaS, big data, security and privacy, development and operations, or artificial intelligence/machine learning.
Knowledge of multiple functional areas such as Product Management, Engineering, UX/UI, Sales, Customer Support, Finance or Marketing.
Ability to influence multiple stakeholders, achieve strategic goals and evolve product strategy based on research, data, and industry trends.
","At Google, we put our users first. The world is always changing, so we need Product Managers who are continuously adapting and excited to work on products that affect millions of people every day. In this role, you will work cross-functionally to guide products from conception to launch by connecting the technical and business worlds. You can break down complex problems into steps that drive product development.One of the many reasons Google consistently brings innovative, world-changing products to market is because of the collaborative work we do in Product Management. Our team works closely with creative engineers, designers, marketers, etc. to help design and develop technologies that improve access to the world's information.  We're responsible for guiding products throughout the execution cycle, focusing specifically on analyzing, positioning, packaging, promoting, and tailoring our solutions to our users.
Google Cloud helps employees and organizations empower their employees, serve their customers, and build what’s next for their business. As a Google Cloud Group Product Manager, you will drive product strategy and partner closely with cross-functional teams to define and deliver on the next phase of cloud services. Additionally, you will develop product solutions, Mergers and Acquisitions, go-to-market, and business relationships to execute on the market potential and benefits possible from applying Google’s technologies in the enterprise market.By applying to this role, you'll be considered for all teams working on Enterprise, including Google Cloud Platform, Google Workspace, Unified Fulfillment Optimization, Google Cloud Systems, Google Cloud Security, Business Application Platform, Google Cloud AI/ML, Developer Product Group, and Internal Tools.Google Cloud accelerates organizations’ ability to digitally transform their business with the best infrastructure, platform, industry solutions and expertise. We deliver enterprise-grade solutions that leverage Google’s cutting-edge technology – all on the cleanest cloud in the industry. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems.Additional Information:The US base salary range for this full-time position is $194,000-$292,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.

Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits."
"
      Research Scientist, Google Research
    ",2023-01-08 12:59:31.512438 MDT,https://careers.google.com/jobs/results/95907162712089286-research-scientist-google-research/?distance=50&page=3&q=Machine%20Learning,Google,"
PhD degree in Computer Science, a related field, or equivalent practical experience. 
One or more scientific publication submission(s) for conferences, journals, or public repositories.
","
2 years of coding experience. 
1 year of experience owning and initiating research agendas.
","As an organization, Google maintains a portfolio of research projects driven by fundamental research, new product innovation, product contribution and infrastructure goals, while providing individuals and teams the freedom to emphasize specific types of work. As a Research Scientist, you'll setup large-scale tests and deploy promising ideas quickly and broadly, managing deadlines and deliverables while applying the latest theories to develop new and improved products, processes, or technologies. From creating experiments and prototyping implementations to designing new architectures, our research scientists work on real-world problems that span the breadth of computer science, such as machine (and deep) learning, data mining, natural language processing, hardware and software performance analysis, improving compilers for mobile platforms, as well as core search and much more.As a Research Scientist, you'll also actively contribute to the wider research community by sharing and publishing your findings, with ideas inspired by internal projects as well as from collaborations with research programs at partner universities and technical institutes all over the world.
Google Research is building the next generation of intelligent systems for all Google products. To achieve this, we’re working on projects that utilize the latest computer science techniques developed by skilled software engineers and research scientists. Google Research teams collaborate closely with other teams across Google, maintaining the flexibility and versatility required to adapt new projects and foci that meet the demands of the world's fast-paced business needs.The US base salary range for this full-time position is $126,000-$190,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits."
"
      Software Engineer, Embedded Systems, Silicon
    ",2023-01-08 12:59:35.987758 MDT,https://careers.google.com/jobs/results/111637298098905798-software-engineer-embedded-systems-silicon/?distance=50&page=3&q=Machine%20Learning,Google,"
Master's degree in Electrical Engineering, Computer Science, relevant technical field or equivalent practical experience.
Experience coding in C or C++.
","
Experience in ARM architecture and standard interfaces, bare-metal programming, bootloader, and firmware.
Experience in Linux kernel, device drivers, and Android system programming.
Experience in software/hardware integration.
Experience in optimizing algorithms with OpenGL/OpenCL/NEON/LLVM on CPU/TPU/GPU/DSP.
Verification experience using FPGAs and/or emulation platforms.
Familiarity with computer architecture, compilers, machine learning, or image processing.
","Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.
Google's mission is to organize the world's information and make it universally accessible and useful. Our team combines the best of Google AI, Software, and Hardware to create radically helpful experiences. We research, design, and develop new technologies and hardware to make computing faster, seamless, and more powerful. We aim to make people's lives better through technology."
"
      Engineering Director, Editors Intelligence
    ",2023-01-08 12:59:40.811426 MDT,https://careers.google.com/jobs/results/104969954882659014-engineering-director-editors-intelligence/?distance=50&page=3&q=Machine%20Learning,Google,"
15 years of professional experience in engineering.
Experience as a technical leader with influencing multiple teams of engineers and partnering on development initiatives.
Experience creating roadmaps for execution including timelines and projected engineering resources.
Experience building ML capabilities and bringing them to user-facing products.
","
Master's degree or PhD in Computer Science or Engineering or equivalent practical experience.
Experience innovating with exceptional technology at scale, while motivating others to act by creating a shared sense of vision and purpose.
Experience in a people management role, with technical innovation.
Ability to quickly grasp technical concepts and understand complex interdependencies of a large-scale infrastructure.
","Google Workspace is a cloud-based productivity suite that is revolutionizing the way people communicate and collaborate with one another. Serving over billions of active users across the globe, our team is focused on delivering the tools that shape people’s experience at home, school, and work.The Editors (e.g., Docs, Sheets, Slides, Sites, Keep, Forms) apps play a critical role by enabling users to create, collaborate, and produce content to bring transparency, collaboration, and ultimately productivity to every aspect of life. The products serve a rapidly growing set of users globally across consumer, education and enterprise world. We aim to build simple, intuitive, and smart products that help users at the right time in the right place.The Editors Intelligence team is responsible for applying cutting edge Machine Learning (ML) and Artificial Intelligence (AI) capabilities into the Editors products.As an Engineering Director of Editors Intelligence, you will work closely with product, design, and program management partners as well as other engineering leads to define the strategy, discuss priorities, and cultivate a highly collaborative and effective cross functional team. Technical scope includes intelligence features across the Editors products, common ML infrastructure, and ML integrity. You will define the intelligence strategy for the Editors organization and directly lead a growing team full of experts in their domains. Google Cloud accelerates organizations’ ability to digitally transform their business with the best infrastructure, platform, industry solutions and expertise. We deliver enterprise-grade solutions that leverage Google’s cutting-edge technology – all on the cleanest cloud in the industry. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems."
"
      Software Test Engineer Silicon Software
    ",2023-01-08 12:59:46.378882 MDT,https://careers.google.com/jobs/results/106958764621341382-software-test-engineer-silicon-software/?distance=50&page=3&q=Machine%20Learning,Google,"
Bachelor's degree in Computer Science or equivalent practical experience.
3 years of experience in developing test automation (e,g., C++, Java, or Python).
","
Experience working with prototype devices.
Experience with Linux kernel driver development.
Experience testing embedded systems.
Experience with Android application development and interactive camera applications.
Excellent programming skills in Java, C/C++, python and Java Native Interface.
","
In this role, you will focus on testing of system software. You will partner with cross functional teams to deliver high quality, power and performance optimized software to enable the best user experience on Pixel and other hardware products. The Silicon Software team builds firmware, drivers, runtime, and compilers to bring our custom hardware to life. We work cross-functionally with many teams, including Research, Machine Learning, Android, Chrome, and Hardware. You will bring enthusiasm for software testing and expertise in embedded to implement testing strategies, promote good software engineering practices, and build out our testing infrastructure and test content. Our testing needs range from traditional software tests to complex on-device testing of full Android applications.Google's mission is to organize the world's information and make it universally accessible and useful. Our team combines the best of Google AI, Software, and Hardware to create radically helpful experiences. We research, design, and develop new technologies and hardware to make computing faster, seamless, and more powerful. We aim to make people's lives better through technology."
"
      Customer Engineer, Data Specialist, Enterprise
    ",2023-01-08 12:59:51.819411 MDT,https://careers.google.com/jobs/results/101472257332650694-customer-engineer-data-specialist-enterprise/?distance=50&page=3&q=Machine%20Learning,Google,"
Bachelor's degree in Computer Science, a related technical field, or equivalent practical experience.
4 years of experience in customer-facing role (e.g., pre-sales engineer, consultant, professional services).
Experience in data and information management as it relates to Business Intelligence Application (Tableau, Microstrategy, PowerBI), Data Processing (Informatica, Talend), or Data Analytics Platform (Hadoop/Spark, Netezza, Teradata).
","
Master's degree in Computer Science, or a related technical field.
Experience with Big Data, Platform-as-a-Service (PaaS), and Infrastructure-as-a-Service (IaaS) technologies.
Experience supporting high touch sales for enterprise as pre-sales engineer for wide portfolio of data lifecycle.
Experience in application development and integration.
Experience in software development platforms and solutions in J2EE, Java servlets, Python, Go or AJAX.
Experience discussing the value of machine learning with customer.
","
In this role, you will work with Sales teams as a data analytics solutions subject matter expert. You will help prospective customers and partners to understand Google Cloud with translating technical value to business value, explaining technical features, helping customers design architectures, engage in proof of concepts, and troubleshoot potential roadblocks related to analytics workloads and projects. You will transform customer business with the power of data, using Google Cloud's unique technology, such as BigQuery, Cloud Dataflow, Data Catalog etc."
"
      Technical Solutions Consultant, Telecommunications, Data
    ",2023-01-08 12:59:59.918675 MDT,https://careers.google.com/jobs/results/107082676340433606-technical-solutions-consultant-telecommunications-data/?distance=50&page=3&q=Machine%20Learning,Google,"
Bachelor’s degree in a technical field or equivalent practical experience.
10 years of experience in a related solutions or software development role.
Experience driving product insight including go-to-market strategy, design discussions, creating product road-maps and working cross-functionally.
Experience in telecommunications Network including operational system support (OSS) and business system support (BSS) technology environments.
","
Experience in one or more of the following: cloud infrastructure, SaaS, big data, security and privacy, development and operations.
Experience operating in a global role on a global scale.
Experience developing and launching products/technologies within cloud, SaaS, enterprise, or supply chain networks.
Experience with building and using Artificial Intelligence for various use cases like tabular data, images, video, speech, and unstructured text.
Experience working in an enterprise technology setting, bringing both demonstrated expertise in SaaS around unified communications, content and collaboration, meetings, and understanding of the cloud market and competitive dynamics.
Ability to influence multiple stakeholders.
","
Google Cloud helps many employees and organizations empower their employees, serve their customers, and build what’s next for their business with technology built in the cloud. Our products are engineered for security, reliability, and scalability, from infrastructure to applications to devices and hardware. As a Technical Solutions Consultant, you'll set the insight, mission, and strategy. You will meet with Google Cloud Telecommunications customers to facilitate digital transformation and network transformation. In this role, you'll identify industry trends in cloud computing to recommend, plan, and address market opportunities with solutions. You'll leverage Artificial Intelligence (AI), Machine Learning (ML), and analytics to develop solutions and create business value. You will ensure technical and commercial readiness for solutions. You will set goals and measurements for solutions adoption, and recommendations for market implementation.In this role, you will be focused on putting our customers first. Intuitively anticipating their needs before they even arise, you will be able to go beyond standard market research to predict where the market is trending and where future opportunities lie. Utilizing insights and data to influence product strategy and investment, you will develop solutions from the ground-up, organize solution launches, and create a repeatable go-to-market process.Working cross-functionally, you will drive alignment across the sales, product management, engineering and product marketing functions to deliver solutions for the customer. Gathering customer insights and feedback, you will infuse this learning back into the organization and product area roadmap, ensuring effective product launches, and differentiated features.Google Cloud accelerates organizations’ ability to digitally transform their business with the best infrastructure, platform, industry solutions and expertise. We deliver enterprise-grade solutions that leverage Google’s cutting-edge technology – all on the cleanest cloud in the industry. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems.
The US base salary range for this full-time position is $150,000-$238,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.
Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits."
"
      Senior Product Manager, Google Cloud
    ",2023-01-08 13:00:03.752103 MDT,https://careers.google.com/jobs/results/97854180976140998-senior-product-manager-google-cloud/?distance=50&page=3&q=Machine%20Learning,Google,"
Bachelor's degree or equivalent practical experience.
8 years of experience in product management, co-founder or related technical role.
3 years of experience building and shipping technical products.
Experience developing/launching products/technologies within one or more of the following: Cloud, SaaS, enterprise, internal tools, and/or supply chain networks.
","
3 years of people management experience with direct reports.
Experience driving product vision, go-to-market strategy, and design discussions.
Experience managing day-to-day technical and design direction.
Experience in one or more of the following: cloud infrastructure, SaaS, big data, security and privacy, development and operations, or artificial intelligence/machine learning.
Knowledge of multiple functional areas such as Product Management, Engineering, UX/UI, Sales, Customer Support, Finance, or Marketing.
Ability to influence multiple stakeholders without direct authority.
","At Google, we put our users first. The world is always changing, so we need Product Managers who are continuously adapting and excited to work on products that affect millions of people every day. In this role, you will work cross-functionally to guide products from conception to launch by connecting the technical and business worlds. You can break down complex problems into steps that drive product development.One of the many reasons Google consistently brings innovative, world-changing products to market is because of the collaborative work we do in Product Management. Our team works closely with creative engineers, designers, marketers, etc. to help design and develop technologies that improve access to the world's information.  We're responsible for guiding products throughout the execution cycle, focusing specifically on analyzing, positioning, packaging, promoting, and tailoring our solutions to our users.
Google Cloud helps employees and organizations empower their employees, serve their customers, and build what’s next for their business. As a Google Cloud Senior Product Manager, you will drive product strategy and partner closely with cross-functional teams to define and deliver on the next phase of cloud services. Additionally, you will develop product solutions, Mergers and Acquisitions, go-to-market, and business relationships to execute on the market potential and benefits possible from applying Google’s technologies in the enterprise market.By applying to this role, you'll be considered for all teams working on Enterprise, including Google Cloud Platform, Google Workspace, Unified Fulfillment Optimization, Google Cloud Systems, Google Cloud Security, Business Application Platform, Google Cloud AI/ML, Developer Product Group, and Internal Tools.Google Cloud accelerates organizations’ ability to digitally transform their business with the best infrastructure, platform, industry solutions and expertise. We deliver enterprise-grade solutions that leverage Google’s cutting-edge technology – all on the cleanest cloud in the industry. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems.
The US base salary range for this full-time position is $153,000-$242,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.
Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits."
"
      Technical Account Manager, Google Cloud Customer Experience
    ",2023-01-08 13:00:08.231463 MDT,https://careers.google.com/jobs/results/122519783221404358-technical-account-manager-google-cloud-customer-experience/?distance=50&page=3&q=Machine%20Learning,Google,"
Bachelor’s degree in Computer Science, Engineering, a related technical field, or equivalent practical experience.
3 years of experience in a customer-facing role, interfacing with executive stakeholders, or leading customer technical implementations or transformation programs.
Experience supporting customers in cloud operations, technical support, escalation management, or IT consulting.
","
MBA or Master’s degree in a management, technical, or engineering field.
7 years of experience in customer-facing role.
Experience translating business requirements into technological solutions, collaborating with channel partners, systems integrators, and third-party developers to deliver high-impact solutions.
Experience collaborating across business units internally and with enterprises, and experience in application or workload migration to public cloud providers.
Understanding of one of the following: IT operations, database systems, networking, IT security, application development, service architecture, cloud-native application development, hosted services, storage systems, or content delivery networks.
Excellent communication, presentation, problem-solving, and management skills.
","
As the Technical Account Manager, you will help customers successfully adopt Google Cloud products, and guide them through the strategic and technical facets of their cloud transformation journey. 

You will manage the successful delivery of Professional Services engagements to lead customer adoption of Google Cloud services, like Google Compute Engine, Google Cloud Machine Learning, and more. You will engage with diverse stakeholder groups, including executives of enterprises, and a cross-functional and geographically dispersed team.Google Cloud accelerates organizations’ ability to digitally transform their business with the best infrastructure, platform, industry solutions and expertise. We deliver enterprise-grade solutions that leverage Google’s cutting-edge technology – all on the cleanest cloud in the industry. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems.The US base salary range for this full-time position is $150,000-$238,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits."
"
      Software Engineer, Silicon
    ",2023-01-08 13:00:12.365709 MDT,https://careers.google.com/jobs/results/97596661380850374-software-engineer-silicon/?distance=50&page=3&q=Machine%20Learning,Google,"
Bachelor’s degree in Computer Science, Electrical Engineering, related technical field or equivalent practical experience.
Experience in the field of software engineering (i.e. working with data structures, algorithms, software design).
Experience in Software development, one or more programming languages (e,g., C/C++, Java or Python).
","
Master's or PhD degree in Computer Science, Electrical Engineering, or related technical field, specializing in computer architecture, operating system, compilers, or hardware-software codesign.
Experience in compiler design and implementation, image/video/speech algorithms, and software/hardware implementation techniques.
Experience in programming domain-specific accelerators, including GPU, TPU, or DSP.
Experience in Android operating system, framework, and application.
Experience in machine learning software stack and hardware architecture.
Experience in system power and performance benchmark, profiling, analysis, and optimization.
","Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward."
"
      Open Career Opportunities, Future Moonshots, X
    ",2023-01-08 13:00:16.860444 MDT,https://careers.google.com/jobs/results/76351334502015686-open-career-opportunities-future-moonshots-x/?distance=50&page=4&q=Machine%20Learning,X,N/A,N/A,"There’s no playbook for taking moonshots — and we like it that way. Building things that are on the edge of impossible means we have to embrace ambiguity and be prepared to tinker, experiment, and learn our way into the future. Responsibly irresponsible, we live in the sweet spots between audacity and humility, idealism and pragmatism. We ask hard questions, seek out diverse perspectives, and find inspiration to invent everywhere.Curious, fast-moving, intellectually-honest teams can have enormous impact relative to their size. We are looking for passionate, driven people across functions from engineering and data science, to visual design and fabrication. We look for dreamers who prefer to do things, and want to help millions of people in the process by bringing breakthrough technologies into the world. Explore X open roles on our careers page.Careers at X include: breakthrough technology in robotics, engineering, machine learning, deep learning, data science, AI, aerospace, computer vision, life sciences, manufacturing, program management, and product management, to name a few!"
"
      Hardware Engineering Intern, Spring or Summer 2023
    ",2023-01-08 13:00:21.378316 MDT,https://careers.google.com/jobs/results/77422625942315718-hardware-engineering-intern-spring-or-summer-2023/?distance=50&page=4&q=Machine%20Learning,X,"
Currently pursuing a Bachelor’s degree in Electrical Engineering, Computer Engineering, Computer Science, Acoustics, Audio Sciences, Physics or a related field.
Experience in one or more of the following areas: Acoustics, Artificial Intelligence, ASIC Design, Computer Architecture, Circuit Design, Design Verification, Digital Design, Embedded Systems, Hardware/Software, Machine Learning, Mixed-signal Circuit Design, Programming, Signal and Power Integrity, Statistics, System Modeling, Test/Measurement and/or Verilog.
","
Currently pursuing a Master’s or PhD in Electrical Engineering, Computer Engineering, Computer Science, Acoustics, Audio Sciences, Physics or a related field and returning to a degree program after the internship ends.

Experience (e.g., research assistant, teaching assistant, personal projects outside the classroom, etc.) in Hardware, Electrical Engineering, Mechanical Engineering, Communication Engineering, Ocean Engineering, Optical Engineering, or other related filed.
Knowledge and experience in test/design/ manufacturing/prototyping tools.
Excellent coding skills.
","As a Hardware Engineering Intern, you design and build the systems for computing infrastructure. Your work has the potential to shape the machinery that goes into data centers affecting Google users.
 
The teams you will work with design, develop, and deploy next-generation consumer hardware while ensuring that this equipment is reliable. You’ll work closely with engineers to improve our hardware to meet Google's standards of quality and reliability. Your work will have the potential to impact many of Google users. Depending on your experience, you may have an opportunity to work on a project in Electrical Hardware Engineering, SIPI, System Hardware Engineering, or Validation. 
"
"
      Technical Lead, Embedded Software, Silicon
    ",2023-01-08 13:00:25.182601 MDT,https://careers.google.com/jobs/results/115622196719559366-technical-lead-embedded-software-silicon/?distance=50&page=4&q=Machine%20Learning,X,"
Master's degree in Electrical Engineering, Computer Science, relevant technical field, or equivalent practical experience.
5 years of working experience.
Experience coding in C or C++.
","
Experience in ARM architecture, bare-metal programming, bootloader, and firmware.
Experience with Linux kernel, device drivers, and Android system programming.
Experience in creating microbenchmarks to measure and analyze system power and performance. 
Verification experience using FPGAs and/or emulation platforms.
Experience in machine learning and image processing software and hardware architecture.
Experience in leading a team of software engineers.
","Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.Google's mission is to organize the world's information and make it universally accessible and useful. Our team combines the best of Google AI, Software, and Hardware to create radically helpful experiences. We research, design, and develop new technologies and hardware to make computing faster, seamless, and more powerful. We aim to make people's lives better through technology."
"
      Software Developer Intern, PhD, Summer 2023
    ",2023-01-08 13:00:29.342573 MDT,https://careers.google.com/jobs/results/127279592277713606-software-developer-intern-phd-summer-2023/?distance=50&page=4&q=Machine%20Learning,X,"
Pursuing a PhD degree program in Computer Science, or related technical field.
Experience programming in one or more of the following: C/C++, Java, or Python.
","
Currently attending a degree program in Canada and available to work full time for a minimum of 12 weeks outside of university term time.
Returning to a degree program after completion of the internship.
Experience in computer science, with knowledge in data structures, algorithms, and software design.
 Programming experience in one or more of the following: C/C++, C#, Java, JavaScript, Python Objective C, Go, or similar.
Research experience in Algorithms, Architecture, Artificial Intelligence, Compilers, Database, Data Mining, Distributed Systems, Machine Learning, Networking, or Systems.
","Join us for a unique 12-14 week paid internship that offers personal and professional development, an executive speaker series, and community-building. The Software Engineering Internship program will give you an opportunity to work on complex computer science solutions, develop scalable, distributed software systems, and also collaborate on multitudes of smaller projects that have universal appeal.
We offer a range of internships in either Software Engineering or Site-Reliability Engineering across North America, including the US and Canada. Our recruitment team will determine where you fit best based on your resume.
Software Developer Intern:
As a key member of a versatile team, you will work on a specific project critical to Google’s needs. We need our engineers to be versatile, and enthusiastic in addressing problems as we continue to push technology forward. You will design, test, deploy, and maintain software solutions as you grow and evolve during your internship.
Site Reliability Intern:
Our engineers create, fix, extend, and scale the code to keep it working and to harden it against all the bad actors of the internet. We drive reliability and performance on a massive scale. You will work on software development projects to keep important business generating-critical systems up and running, from code-level troubleshooting of traffic anomalies to maintenance of our services, from monitoring and alerts to building automation infrastructure. Google is and always will be an engineering company. We hire people with a broad set of technical skills who are ready to address some of technology's greatest challenges and make an impact on millions, if not billions, of users. At Google, engineers not only revolutionize search, they routinely work on massive scalability and storage solutions, large-scale applications and entirely new platforms for developers around the world. From Google Ads to Chrome, Android to YouTube, Social to Local, Google engineers are changing the world one technological achievement after another."
